Loan Id,Amount,Term,Rate,Grade,Employment,Length,Income,Status,State,Debtincrat,Delinq2Yr,Openacc,RevolRatio,Totalpaid,Totalbal,Accopen24,Avgbal,Bcratio,Totallim,IncomeGroup,DefaultFlag,LengthGroup,RateGroup
101427,10000,60,554.89,A,Web Producer,1,"60,000.00",Non-Default,NY,9.72,0,12,Low Utilization,"11,314.16",12669,4,1056,15.70,64600,Middle Income,0,0-2 Years,Middle Rate
101486,6000,60,610.62,C,Educator / Sales,10,"22,000.00",Non-Default,WV,32.46,0,4,High Utilization,"7,276.81",24237,1,6059,95.30,28514,Low Income,0,6-10 Years,High Rate
101497,9575,36,602.52,F,Assistant Manager,5,"32,000.00",Default,KS,29.52,0,10,High Utilization,"5,294.52",25897,3,2590,105.40,38108,Low Income,1,3-5 Years,High Rate
101594,18300,36,289.34,D,Financial Planner,10,"51,000.00",Non-Default,VA,16.14,0,10,High Utilization,"19,624.72",58845,1,6538,99.40,59400,Middle Income,0,6-10 Years,Middle Rate
101653,12000,36,290.59,B,Deputy Sheriff,10,"55,000.00",Non-Default,CA,9.88,2,8,Low Utilization,"14,205.77",240758,7,34394,38.70,265654,Middle Income,0,6-10 Years,Middle Rate
101659,24625,60,318.79,D,Teacher,10,"69,952.00",Non-Default,VT,23.55,0,16,High Utilization,"31,684.24",64361,4,4023,88.50,86990,Middle Income,0,6-10 Years,Middle Rate
101727,19300,36,167.73,C,Teacher,10,"43,000.00",Non-Default,CA,28.86,2,19,Medium Utilization,"22,924.24",64561,4,4035,67.00,84376,Low Income,0,6-10 Years,Low Rate
101728,18750,36,410.02,F,Partner,10,"47,057.00",Default,MD,22.06,0,7,High Utilization,"2,728.82",17892,2,2556,102.50,29226,Middle Income,1,6-10 Years,Middle Rate
101785,5000,36,200.12,B,Paralegal,1,"51,000.00",Non-Default,FL,12.35,0,6,High Utilization,"5,950.21",52453,2,8742,89.90,58901,Middle Income,0,0-2 Years,Low Rate
101919,19500,36,399.51,E,In House Sales Manager,1,"60,000.00",Default,FL,24.58,0,17,High Utilization,"11,426.04",95681,7,6379,83.80,103233,Middle Income,1,0-2 Years,Middle Rate
101998,15000,36,279.74,B,Contractor,2,"110,000.00",Non-Default,CA,24.23,2,12,High Utilization,"17,676.35",109619,8,9135,33.40,136543,High Income,0,0-2 Years,Middle Rate
102001,35000,36,642.38,C,Payroll Manager,10,"135,000.00",Non-Default,AK,6.44,0,8,Medium Utilization,"33,439.56",293749,2,36719,36.20,364416,High Income,0,6-10 Years,High Rate
102012,19300,36,383.14,D,C-Lineman,10,"43,000.00",Default,SC,25.9,0,13,Medium Utilization,"4,027.17",84241,3,6480,53.40,117941,Low Income,1,6-10 Years,Middle Rate
102134,6250,36,234.54,F,Production Controller,3,"51,000.00",Default,OK,28.47,2,15,Medium Utilization,"4,528.35",31594,25,2106,63.70,41307,Middle Income,1,3-5 Years,Low Rate
102135,10000,36,202.24,C,Legal Secretary,1,"75,000.00",Default,NY,7.6,0,5,High Utilization,"7,669.41",294188,2,58838,86.50,302216,Middle Income,1,0-2 Years,Low Rate
102169,9000,36,436.28,B,Unknown,10,"58,000.00",Non-Default,FL,19.76,0,8,High Utilization,"10,348.03",26708,1,5342,97.70,34824,Middle Income,0,6-10 Years,Middle Rate
102170,15000,60,301.04,D,Manager,2,"50,000.00",Non-Default,NY,18.29,0,13,High Utilization,"21,030.71",23382,5,1799,94.00,32033,Middle Income,0,0-2 Years,Middle Rate
102204,6925,36,491.01,E,Warehouse,10,"40,000.00",Default,NY,3.69,0,7,Medium Utilization,"2,284.29",2357,7,393,91.00,6600,Low Income,1,6-10 Years,Middle Rate
102213,12000,36,152.64,D,Assistant Director,10,"50,000.00",Non-Default,IN,28.3,0,15,Medium Utilization,"15,752.48",109736,5,7316,65.80,128268,Middle Income,0,6-10 Years,Low Rate
102385,10000,36,373.73,B,Store Manager,1,"47,000.00",Non-Default,PA,17.67,0,9,Medium Utilization,"11,058.78",27513,7,3439,46.90,37772,Middle Income,0,0-2 Years,Middle Rate
102394,5000,36,566.19,A,Medical Technologist,1,"60,000.00",Non-Default,NJ,19,0,14,Low Utilization,"5,432.27",185775,4,13270,20.70,243287,Middle Income,0,0-2 Years,Middle Rate
102458,19000,36,415.93,B,"Manager, Marketing & Brand Assets",1,"44,850.00",Non-Default,CA,14.37,0,8,High Utilization,"22,871.32",19477,1,2435,88.10,22600,Low Income,0,0-2 Years,Middle Rate
102477,30000,60,257.42,D,Generl Manager,6,"161,000.00",Non-Default,NY,10.99,0,13,Medium Utilization,"30,380.28",49383,3,3799,53.20,97712,High Income,0,6-10 Years,Low Rate
102530,3500,60,"1,247.68",B,Customer Service Representative,1,"43,000.00",Default,OH,29.19,0,20,Medium Utilization,"1,833.12",44917,8,2246,90.30,69551,Low Income,1,0-2 Years,High Rate
102567,14500,36,166.38,C,Graduate Research Assistant,10,"33,000.00",Non-Default,KS,20.44,0,20,High Utilization,"14,505.91",99445,4,4972,86.50,97298,Low Income,0,6-10 Years,Low Rate
102605,28000,36,550.20,B,"Sr. Manager, Quality Chemistry",7,"147,000.00",Non-Default,AL,4.96,0,9,Low Utilization,"25,563.30",252563,5,28063,26.80,302886,High Income,0,6-10 Years,Middle Rate
102607,8000,36,382.87,B,Office Technician,3,"45,000.00",Non-Default,CA,20.61,7,7,High Utilization,"9,181.08",11609,3,1935,70.00,26191,Low Income,0,3-5 Years,Middle Rate
102637,5000,60,219.63,B,Licensed Practical Nurse,1,"32,000.00",Non-Default,NC,5.51,0,11,Medium Utilization,"5,950.21",11496,3,1045,46.90,17700,Low Income,0,0-2 Years,Low Rate
102701,7800,60,498.56,A,Us Distribution Coordinator,5,"44,000.00",Non-Default,OH,27.14,0,17,Medium Utilization,"8,759.15",62255,5,3662,55.40,66985,Low Income,0,3-5 Years,Middle Rate
102718,8000,60,329.82,A,City Clerk,3,"125,000.00",Non-Default,CA,25.46,2,15,Medium Utilization,"8,411.50",110117,4,7341,54.40,158353,High Income,0,3-5 Years,Middle Rate
102779,4800,36,894.38,E,Teacher,Unknown,"19,000.00",Default,NY,14.28,0,9,Medium Utilization,"5,683.97",14721,5,1636,77.40,17950,Low Income,1,10+ Years,High Rate
102843,14125,36,333.53,B,Director Reporting Analytics,2,"126,000.00",Non-Default,TX,8.75,0,6,High Utilization,"16,321.69",217521,1,36254,85.60,270800,High Income,0,0-2 Years,Middle Rate
102874,10000,60,332.10,B,Slpa,1,"65,000.00",Non-Default,CA,23.1,1,23,Low Utilization,"12,066.10",37189,10,1771,27.10,95497,Middle Income,0,0-2 Years,Middle Rate
102896,25000,36,838.63,B,President,5,"200,000.00",Non-Default,IL,9.53,2,21,High Utilization,"25,762.58",379346,4,18967,65.20,495946,High Income,0,3-5 Years,High Rate
102990,15000,60,497.99,A,Licensed Practical Nurse,2,"38,000.00",Default,FL,18.1,0,17,Medium Utilization,"7,498.63",44513,5,2618,43.10,70300,Low Income,1,0-2 Years,Middle Rate
103043,27150,60,536.28,E,Correctional Officer,10,"110,000.00",Default,CA,13.2,0,6,High Utilization,"12,324.89",49677,8,8280,96.00,61893,High Income,1,6-10 Years,Middle Rate
103055,8000,60,48.40,C,Supervisor,3,"52,500.00",Non-Default,MO,5.03,0,13,Medium Utilization,"9,104.65",146481,3,11268,68.50,163838,Middle Income,0,3-5 Years,Low Rate
103073,21600,36,480.29,D,Program Manager,10,"100,000.00",Non-Default,CA,9.28,0,7,High Utilization,"28,880.62",18676,2,2668,98.40,24383,High Income,0,6-10 Years,Middle Rate
103255,2000,36,384.10,F,Lab Assistant,4,"40,000.00",Non-Default,CA,9.72,0,12,Low Utilization,"2,843.57",6933,12,578,32.90,23600,Low Income,0,3-5 Years,Middle Rate
103340,10000,60,512.60,D,Driver,1,"46,000.00",Non-Default,PA,9.16,1,8,High Utilization,"12,937.24",9041,0,1130,62.30,15100,Low Income,0,0-2 Years,Middle Rate
103448,1000,60,486.19,F,Platoon Sergeant E-7,1,"70,000.00",Non-Default,AK,25.3,0,8,High Utilization,"1,286.15",77212,10,9652,100.80,85608,Middle Income,0,0-2 Years,Middle Rate
103468,2700,36,192.08,D,Unknown,10,"30,000.00",Non-Default,AZ,26,0,10,High Utilization,"3,525.69",95921,3,9592,92.80,102863,Low Income,0,6-10 Years,Low Rate
103469,16000,36,258.76,B,Cio,1,"125,000.00",Non-Default,VT,15.13,9,18,High Utilization,"18,854.73",133526,0,8902,65.10,180225,High Income,0,0-2 Years,Low Rate
103479,10000,36,267.60,B,General Manager,1,"40,000.00",Default,NC,21.51,0,6,High Utilization,"8,093.44",25761,3,4294,91.70,43200,Low Income,1,0-2 Years,Low Rate
103530,7350,36,417.74,E,Receiver,2,"43,500.00",Non-Default,PA,22.87,0,11,High Utilization,"9,353.71",150525,8,13684,89.10,167701,Low Income,0,0-2 Years,Middle Rate
103566,6000,60,537.36,C,Legislative Director,10,"84,000.00",Non-Default,CA,16.84,0,9,High Utilization,"7,072.74",335837,5,37315,93.70,357539,Middle Income,0,6-10 Years,Middle Rate
103630,27200,36,500.63,B,Front End Web Developer,8,"120,000.00",Non-Default,CA,23.59,0,8,High Utilization,"28,460.28",301221,5,37653,87.00,331579,High Income,0,6-10 Years,Middle Rate
103731,4000,60,554.57,E,Lead,1,"50,000.00",Non-Default,OH,15.12,0,9,High Utilization,"4,063.30",27291,6,3032,90.60,37679,Middle Income,0,0-2 Years,Middle Rate
103743,17000,60,168.91,D,Sales Engineer,9,"91,700.00",Non-Default,GA,11.65,1,6,High Utilization,"21,292.04",32325,1,5388,97.60,46048,High Income,0,6-10 Years,Low Rate
103820,3000,36,338.93,A,Procurement Manager,5,"65,790.00",Non-Default,SC,18.95,0,12,Low Utilization,"3,329.99",187380,4,15615,0.70,235235,Middle Income,0,3-5 Years,Middle Rate
103832,22750,36,127.52,E,Ft,10,"57,000.00",Non-Default,CT,17.16,0,6,High Utilization,"30,250.52",151907,2,25317,97.00,171900,Middle Income,0,6-10 Years,Low Rate
104034,6000,36,618.19,C,Pipe Fitter 1St,10,"52,000.00",Default,MS,23.26,0,6,Medium Utilization,"3,746.90",39552,5,6592,102.00,52464,Middle Income,1,6-10 Years,High Rate
104105,10000,36,402.54,D,4Th Grade Teacher,1,"35,000.00",Non-Default,SD,18.66,0,9,High Utilization,"10,278.66",20923,5,2325,51.10,34400,Low Income,0,0-2 Years,Middle Rate
104165,7500,60,570.30,A,Unknown,3,"184,600.00",Non-Default,CA,2.83,0,17,Low Utilization,"8,422.22",392524,4,28037,25.30,440949,High Income,0,3-5 Years,Middle Rate
104213,14000,36,557.51,E,General Manager,1,"50,000.00",Non-Default,NJ,12.39,0,6,High Utilization,"15,367.54",13775,2,2296,98.20,15189,Middle Income,0,0-2 Years,Middle Rate
104249,11000,60,589.22,B,Front Office Coordinator,10,"36,000.00",Non-Default,MN,21.23,0,9,High Utilization,"11,961.39",61186,0,6798,95.80,65441,Low Income,0,6-10 Years,High Rate
104294,11000,60,628.39,B,Project Manager,10,"230,000.00",Non-Default,CA,2.87,4,12,Low Utilization,"12,900.79",17262,5,1569,17.60,64952,High Income,0,6-10 Years,High Rate
104302,20000,36,164.79,B,Inside Sales,2,"45,000.00",Non-Default,AZ,28.08,0,9,High Utilization,"23,146.06",38611,3,4290,82.30,56323,Low Income,0,0-2 Years,Low Rate
104306,5000,36,619.93,B,Ground Operation,1,"35,000.00",Non-Default,MA,14.4,0,7,Medium Utilization,"5,663.76",13179,1,1883,73.00,22398,Low Income,0,0-2 Years,High Rate
104310,9000,60,305.44,B,Truck Driver,10,"85,000.00",Non-Default,CA,6.03,0,5,Medium Utilization,"9,900.83",11774,4,2355,46.30,21770,Middle Income,0,6-10 Years,Middle Rate
104325,12150,60,633.87,B,Attorney,4,"29,000.00",Non-Default,PA,9.85,0,4,High Utilization,"13,904.51",97924,0,24481,74.10,89928,Low Income,0,3-5 Years,High Rate
104357,35000,36,161.69,C,Protocol & Intergovernmental Manager,10,"96,600.00",Default,NY,14.5,0,12,Medium Utilization,"23,656.75",35288,3,3208,69.80,64048,High Income,1,6-10 Years,Low Rate
104399,12225,36,354.10,B,Nursing Assistant,5,"45,000.00",Non-Default,PA,20.61,0,10,Low Utilization,"12,584.33",91607,5,9161,22.50,115980,Low Income,0,3-5 Years,Middle Rate
104400,24000,60,400.31,F,Owner,4,"80,000.00",Default,WA,5.44,0,8,Medium Utilization,"12,375.50",10670,3,1334,92.60,22900,Middle Income,1,3-5 Years,Middle Rate
104490,24000,36,290.19,B,Senior Analyst,4,"120,000.00",Non-Default,NY,10.66,2,9,High Utilization,"28,482.18",552214,1,61357,86.50,627041,High Income,0,3-5 Years,Middle Rate
104528,2500,60,334.97,B,Tool Tech,8,"45,000.00",Non-Default,TX,18.61,0,6,High Utilization,"2,633.06",9870,12,1974,72.40,27369,Low Income,0,6-10 Years,Middle Rate
104551,10000,60,203.18,C,Director Of Sales,1,"108,000.00",Non-Default,IL,28.06,1,15,High Utilization,"11,322.20",218159,5,15583,74.10,253462,High Income,0,0-2 Years,Low Rate
104728,17000,60,596.34,A,Mh Therapist,9,"51,000.00",Non-Default,NY,19.65,0,20,Medium Utilization,"19,090.41",109368,4,7291,45.80,145399,Middle Income,0,6-10 Years,High Rate
104762,21000,60,500.30,A,Ceo/President,5,"135,000.00",Non-Default,NY,12.24,0,11,Medium Utilization,"23,582.30",100032,0,10003,55.80,150763,High Income,0,3-5 Years,Middle Rate
104809,6000,36,260.85,A,Program Manager,10,"51,000.00",Non-Default,OH,14.05,0,12,Low Utilization,"6,716.30",36893,4,3354,29.50,65537,Middle Income,0,6-10 Years,Low Rate
104815,11200,60,561.65,E,Purchasing Mgr,10,"57,500.00",Non-Default,WV,17.76,0,10,High Utilization,"13,330.28",244580,5,24458,96.00,287322,Middle Income,0,6-10 Years,Middle Rate
104846,20000,60,295.34,B,Sales Representative,2,"75,000.00",Non-Default,NY,15.27,0,5,High Utilization,"23,610.69",25427,4,5085,65.90,37992,Middle Income,0,0-2 Years,Middle Rate
104881,11200,36,706.01,C,Asset Protection,10,"46,000.00",Non-Default,SC,4.23,0,9,Medium Utilization,"13,028.65",188447,2,26921,51.70,202570,Low Income,0,6-10 Years,High Rate
104930,10000,36,184.13,C,Rail Billers,1,"55,000.00",Non-Default,AZ,4.58,0,9,Medium Utilization,"12,190.58",8674,6,964,60.20,16700,Middle Income,0,0-2 Years,Low Rate
104961,10000,36,318.48,D,Legal Secretary,1,"50,000.00",Non-Default,NY,7.15,0,7,High Utilization,"12,696.92",8404,3,1201,69.20,10700,Middle Income,0,0-2 Years,Middle Rate
105059,28000,60,984.26,B,Merchandiser,7,"90,000.00",Default,CA,24.25,0,7,High Utilization,"14,473.82",51522,3,7360,79.90,90553,Middle Income,1,6-10 Years,High Rate
105145,14400,36,436.09,A,Sr Software Engineer,5,"105,000.00",Non-Default,CA,19.39,0,19,Medium Utilization,"16,327.83",66549,6,3503,32.90,129020,High Income,0,3-5 Years,Middle Rate
105147,7000,36,321.64,C,Receptionist,10,"30,000.00",Non-Default,CT,11,0,8,Medium Utilization,"7,730.24",13338,3,1667,50.90,33400,Low Income,0,6-10 Years,Middle Rate
105273,10000,36,377.04,B,Unknown,1,"60,000.00",Non-Default,CA,23.6,0,6,High Utilization,"11,167.90",58971,3,9829,77.80,65054,Middle Income,0,0-2 Years,Middle Rate
105312,12750,36,380.56,C,Mortgage Sales Admin Asst,1,"48,000.00",Non-Default,FL,16.13,0,10,Low Utilization,"15,463.57",15497,3,2583,22.70,36600,Middle Income,0,0-2 Years,Middle Rate
105395,10225,60,501.81,B,Driver,10,"30,000.00",Default,NY,14.36,0,9,Medium Utilization,"10,140.30",9209,2,1023,33.70,23000,Low Income,1,6-10 Years,Middle Rate
105400,27000,36,766.12,F,Senior Sales & Sports Marketing Manager,1,"81,000.00",Default,GA,32.76,0,10,High Utilization,"25,669.40",47432,5,4743,98.90,76365,Middle Income,1,0-2 Years,High Rate
105411,15000,36,368.63,A,Commercial Services Manager,2,"70,000.00",Default,CO,28.3,0,23,High Utilization,"5,147.01",145257,7,6603,73.80,187759,Middle Income,1,0-2 Years,Middle Rate
105412,16000,60,159.40,B,Customer Service,1,"64,543.00",Non-Default,CT,14.13,0,12,Medium Utilization,"18,854.73",197553,4,17959,87.70,213285,Middle Income,0,0-2 Years,Low Rate
105416,17975,60,634.04,C,Manager,3,"40,000.00",Non-Default,VT,26.58,0,25,Medium Utilization,"17,173.80",28520,1,1188,41.90,78400,Low Income,0,3-5 Years,High Rate
105423,5000,36,652.13,D,Assembly,1,"35,000.00",Default,SC,25.48,0,6,High Utilization,"2,307.56",24002,4,4000,98.60,33983,Low Income,1,0-2 Years,High Rate
105424,10000,36,"1,033.79",B,Director Of Engineering,1,"108,000.00",Non-Default,MI,3.17,3,16,Medium Utilization,"11,595.47",241490,1,15093,76.90,284927,High Income,0,0-2 Years,High Rate
105430,11375,36,174.83,D,Nurse,1,"58,000.00",Default,TX,19.99,1,14,Medium Utilization,"6,868.80",235645,6,18127,58.40,270990,Middle Income,1,0-2 Years,Low Rate
105456,12000,60,260.85,B,Sales,10,"147,000.00",Non-Default,CA,11.2,0,6,High Utilization,"13,771.67",41072,1,6845,88.20,79975,High Income,0,6-10 Years,Low Rate
105485,24925,36,136.68,D,Registered Nurse,10,"59,000.00",Non-Default,FL,26.85,0,12,High Utilization,"26,963.90",227003,6,20637,87.40,249909,Middle Income,0,6-10 Years,Low Rate
105499,7500,60,760.82,C,Coordinator,3,"37,000.00",Non-Default,CA,27.08,0,16,Medium Utilization,"8,220.49",46274,14,3085,99.70,60504,Low Income,0,3-5 Years,High Rate
105556,16000,36,306.15,B,Sr Software Engineer,1,"89,000.00",Default,IL,20.15,0,14,Medium Utilization,"8,077.01",146405,3,11262,74.10,179423,Middle Income,1,0-2 Years,Middle Rate
105590,15000,36,305.99,E,Development Operations Manager,2,"122,000.00",Non-Default,TX,23.31,3,46,Medium Utilization,"15,724.67",727433,11,18652,58.30,775231,High Income,0,0-2 Years,Middle Rate
105600,19800,36,337.56,D,Accts. Receivable Supervisor,5,"55,000.00",Non-Default,NY,19.15,3,16,High Utilization,"25,414.59",24970,3,1784,70.00,40800,Middle Income,0,3-5 Years,Middle Rate
105652,6000,60,861.40,B,Teacher,10,"63,000.00",Non-Default,NJ,10.46,0,18,High Utilization,"7,149.15",28061,4,1559,94.30,35103,Middle Income,0,6-10 Years,High Rate
105695,30000,36,451.90,D,Language Analyst,6,"73,000.00",Non-Default,CA,15.83,0,17,High Utilization,"34,135.65",184197,2,12280,94.40,196463,Middle Income,0,6-10 Years,Middle Rate
105757,14000,36,382.55,A,Plant Manager,1,"76,000.00",Non-Default,FL,30.05,0,13,Low Utilization,"15,788.40",361921,8,30160,24.60,562118,Middle Income,0,0-2 Years,Middle Rate
105780,12450,36,172.48,D,Unknown,3,"34,584.00",Non-Default,NY,8.81,0,7,Medium Utilization,"14,408.47",4802,0,686,97.70,11000,Low Income,0,3-5 Years,Low Rate
105782,6750,36,162.49,B,Port. Manager,Unknown,"125,000.00",Non-Default,FL,16.93,0,13,High Utilization,"7,749.25",351607,11,27047,83.00,394046,High Income,0,10+ Years,Low Rate
105979,13400,36,307.56,G,Training Analyst,10,"45,000.00",Non-Default,PA,22.72,0,12,High Utilization,"18,079.33",37645,5,3137,96.70,41799,Low Income,0,6-10 Years,Middle Rate
106017,3000,36,614.95,C,Teacher,5,"43,000.00",Non-Default,CA,30.23,0,11,High Utilization,"3,633.07",48644,2,4422,103.00,62559,Low Income,0,3-5 Years,High Rate
106057,12000,60,388.45,E,Driver,10,"65,000.00",Non-Default,CA,26.72,1,8,High Utilization,"15,565.71",169872,4,21234,NA,234316,Middle Income,0,6-10 Years,Middle Rate
106073,35000,36,160.33,B,Locomotive Engineer,10,"120,000.00",Non-Default,NJ,22.54,0,21,High Utilization,"41,244.81",539001,6,26950,93.40,550602,High Income,0,6-10 Years,Low Rate
106092,6000,60,306.82,B,Bartender,10,"70,000.00",Default,NV,12.91,0,8,High Utilization,"6,267.40",28865,3,3608,69.70,43408,Middle Income,1,6-10 Years,Middle Rate
106098,17000,36,565.05,C,Contract Spcialist,9,"53,000.00",Non-Default,MI,18.13,0,13,High Utilization,"16,242.24",219140,6,16857,68.60,218528,Middle Income,0,6-10 Years,Middle Rate
106108,15000,60,303.81,B,Raw Material Coordinator,2,"64,000.00",Non-Default,AZ,10.5,0,5,High Utilization,"16,575.67",19577,0,6526,92.50,25099,Middle Income,0,0-2 Years,Middle Rate
106113,25200,60,123.01,D,Maintenance,1,"55,000.00",Default,OH,28.39,1,12,High Utilization,"8,766.27",140704,2,12791,62.00,171205,Middle Income,1,0-2 Years,Low Rate
106194,8000,60,485.07,D,Route Driver,3,"30,000.00",Non-Default,FL,21.68,0,8,Low Utilization,"9,453.46",14782,3,1848,16.90,27396,Low Income,0,3-5 Years,Middle Rate
106264,25000,36,625.72,E,Operations Manager,5,"75,000.00",Non-Default,GA,32.91,0,19,Medium Utilization,"27,231.96",199884,7,10520,65.10,249259,Middle Income,0,3-5 Years,High Rate
106280,29900,36,159.74,D,Special Education Teacher,10,"66,500.00",Non-Default,WY,18.67,0,12,High Utilization,"31,455.48",54524,1,5452,92.20,61500,Middle Income,0,6-10 Years,Low Rate
106363,12000,60,463.98,A,Service,10,"160,000.00",Non-Default,TX,22.19,1,11,High Utilization,"13,473.20",207381,1,18853,73.40,280973,High Income,0,6-10 Years,Middle Rate
106376,12000,60,129.38,A,Assembler,10,"40,000.00",Non-Default,IN,27.39,0,12,High Utilization,"13,227.56",50680,6,5068,77.50,62698,Low Income,0,6-10 Years,Low Rate
106386,16750,60,772.08,C,Policy Service Coordinator,10,"40,000.00",Non-Default,OH,12.73,0,18,Medium Utilization,"20,426.56",112994,5,7062,48.30,144525,Low Income,0,6-10 Years,High Rate
106399,12000,36,929.87,C,Veterinarian,10,"70,000.00",Non-Default,GA,15.84,1,14,Medium Utilization,"11,558.40",303162,4,23320,51.70,346816,Middle Income,0,6-10 Years,High Rate
106459,6000,36,692.84,A,Administrative,10,"50,000.00",Non-Default,CA,12.07,0,7,Low Utilization,"6,524.07",14487,4,2070,32.20,71200,Middle Income,0,6-10 Years,High Rate
106483,16000,60,"1,213.12",C,Letter Carrier,1,"68,401.00",Default,VA,11.75,0,7,High Utilization,"18,738.29",23885,6,3412,47.00,26438,Middle Income,1,0-2 Years,High Rate
106504,10000,36,422.83,D,Account Manager,1,"60,000.00",Default,CA,24.62,0,14,High Utilization,"3,866.44",58187,1,4156,102.00,72393,Middle Income,1,0-2 Years,Middle Rate
106505,24000,60,658.88,A,Mechanical Engineer,4,"111,818.00",Non-Default,NJ,20.8,0,12,Low Utilization,"26,341.33",436815,4,36401,7.50,535460,High Income,0,3-5 Years,High Rate
106517,15000,60,"1,115.77",B,Consultant,2,"112,000.00",Default,WA,10.64,0,8,Medium Utilization,"10,338.70",328174,4,41022,37.50,373800,High Income,1,0-2 Years,High Rate
